,ISBN,Title,Author,PublicationYear,Subjects,ItemType,avg sales per year
4009487,0385746407,The little island / by Margaret Wise Brown ; with illustrations by Leonard Weisgard.,"Brown, Margaret Wise, 1910-1952","2003, c1946.","Islands Juvenile fiction, Seasons Juvenile fiction",jcbk,132.46666666666667
2326104, 0385908725,The little island / by Margaret Wise Brown ; with illustrations by Leonard Weisgard.,"Brown, Margaret Wise, 1910-1952","2003, c1946.","Islands Juvenile fiction, Seasons Juvenile fiction",jcbk,132.46666666666667
2041398, 9781596432727,First the egg / Laura Vaccaro Seeger.,"Seeger, Laura Vaccaro",2007.,"Developmental biology Juvenile literature, Growth Juvenile literature, Creative ability Juvenile literature",jcbk,132.45454545454547
2041397,1596432721,First the egg / Laura Vaccaro Seeger.,"Seeger, Laura Vaccaro",2007.,"Developmental biology Juvenile literature, Growth Juvenile literature, Creative ability Juvenile literature",jcbk,132.45454545454547
3698991,0545106184,Rebecca the rock 'n' roll fairy / by Daisy Meadows.,"Meadows, Daisy","2009, c2007.","Walker Rachel Fictitious character Juvenile fiction, Tate Kirsty Fictitious character Juvenile fiction, Fairies Fiction",jcbk,132.44444444444446
2184966, 9780545106184,Rebecca the rock 'n' roll fairy / by Daisy Meadows.,"Meadows, Daisy","2009, c2007.","Walker Rachel Fictitious character Juvenile fiction, Tate Kirsty Fictitious character Juvenile fiction, Fairies Fiction",jcbk,132.44444444444446
2457697,0060296429,The grim grotto / by Lemony Snicket ; illustrations by Brett Helquist.,"Snicket, Lemony",2004.,"Orphans Juvenile fiction, Brothers and sisters Fiction, Submarines Ships Juvenile fiction, Humorous stories",jcbk,132.42857142857142
297282, 0064410145,The grim grotto / by Lemony Snicket ; illustrations by Brett Helquist.,"Snicket, Lemony",2004.,"Orphans Juvenile fiction, Brothers and sisters Fiction, Submarines Ships Juvenile fiction, Humorous stories",jcbk,132.42857142857142
998939, 9780064410144,The grim grotto / by Lemony Snicket ; illustrations by Brett Helquist.,"Snicket, Lemony",2004.,"Orphans Juvenile fiction, Brothers and sisters Fiction, Submarines Ships Juvenile fiction, Humorous stories",jcbk,132.42857142857142
4117840,1591865484,All new square foot gardening : the revolutionary way to grow more in less space / Mel Bartholomew.,"Bartholomew, Mel",2013.,"Vegetable gardening, Square foot gardening, Vertical gardening, Small gardens, Gardening for children",acbk,132.4
3315869, 9781591865483,All new square foot gardening : the revolutionary way to grow more in less space / Mel Bartholomew.,"Bartholomew, Mel",2013.,"Vegetable gardening, Square foot gardening, Vertical gardening, Small gardens, Gardening for children",acbk,132.4
377293,0399170871,Obsession in death / J.D. Robb.,"Robb, J. D., 1950-",2015.,"Dallas Eve Fictitious character Fiction, Policewomen New York State New York Fiction, Murder Investigation Fiction, New York N Y Fiction, Mystery fiction",acbk,132.33333333333334
2531389, 9781907967207,Don't copy me! / Jonathan Allen.,"Allen, Jonathan, 1957-",2012.,"Puffins Juvenile fiction, Gulls Juvenile fiction, Birds Fiction, Imitation Juvenile fiction",jcbk,132.33333333333334
377294, 9780399170874,Obsession in death / J.D. Robb.,"Robb, J. D., 1950-",2015.,"Dallas Eve Fictitious character Fiction, Policewomen New York State New York Fiction, Murder Investigation Fiction, New York N Y Fiction, Mystery fiction",acbk,132.33333333333334
3822570,1907967206,Don't copy me! / Jonathan Allen.,"Allen, Jonathan, 1957-",2012.,"Puffins Juvenile fiction, Gulls Juvenile fiction, Birds Fiction, Imitation Juvenile fiction",jcbk,132.33333333333334
768050,081184658X,Little Pea / by Amy Krouse Rosenthal ; illustrated by Jen Corace.,"Rosenthal, Amy Krouse",2005.,"Peas Juvenile fiction, Food habits Juvenile fiction",jcbk,132.30769230769232
441329, 9780763663391,Leroy Ninker saddles up / Kate DiCamillo ; illustrated by Chris Van Dusen.,"DiCamillo, Kate",2014.,"Horses Juvenile fiction, Horses Fiction",jcbk,132.25
3297470,0385349580,An officer and a spy / Robert Harris.,"Harris, Robert, 1957-",2014.,"Intelligence officers France Fiction, Dreyfus Alfred 1859 1935 Fiction, Spy stories, Historical fiction",acbk,132.25
441328,0763663395,Leroy Ninker saddles up / Kate DiCamillo ; illustrated by Chris Van Dusen.,"DiCamillo, Kate",2014.,"Horses Juvenile fiction, Horses Fiction",jcbk,132.25
2998069, 9780385349581,An officer and a spy / Robert Harris.,"Harris, Robert, 1957-",2014.,"Intelligence officers France Fiction, Dreyfus Alfred 1859 1935 Fiction, Spy stories, Historical fiction",acbk,132.25
3557730,0763639621,"Judy Moody & Stink : the mad, mad, mad, mad treasure hunt / Megan McDonald ; illustrated by Peter H. Reynolds.","McDonald, Megan",2009.,"Moody Judy Fictitious character Juvenile fiction, Brothers and sisters Juvenile fiction, Treasure hunt Game Juvenile fiction, Pirates Juvenile fiction, Ocracoke Island N C Juvenile fiction",jcbk,132.22222222222223
1039329, 9780763639624,"Judy Moody & Stink : the mad, mad, mad, mad treasure hunt / Megan McDonald ; illustrated by Peter H. Reynolds.","McDonald, Megan",2009.,"Moody Judy Fictitious character Juvenile fiction, Brothers and sisters Juvenile fiction, Treasure hunt Game Juvenile fiction, Pirates Juvenile fiction, Ocracoke Island N C Juvenile fiction",jcbk,132.22222222222223
1649408,0448462540,Play with Blue / by Bonnie Bader ; illustrated by Michael Robertson.,"Bader, Bonnie, 1961-",2013.,"Extraterrestrial beings Fiction, Play Fiction",jcbk,132.2
2944485, 9780448465067,Play with Blue / by Bonnie Bader ; illustrated by Michael Robertson.,"Bader, Bonnie, 1961-",2013.,"Extraterrestrial beings Fiction, Play Fiction",jcbk,132.2
2944484, 9780448462547,Play with Blue / by Bonnie Bader ; illustrated by Michael Robertson.,"Bader, Bonnie, 1961-",2013.,"Extraterrestrial beings Fiction, Play Fiction",jcbk,132.2
1649409, 044846506X,Play with Blue / by Bonnie Bader ; illustrated by Michael Robertson.,"Bader, Bonnie, 1961-",2013.,"Extraterrestrial beings Fiction, Play Fiction",jcbk,132.2
1557858, 9780312624828,Carl and the puppies / story and pictures by Alexandra Day.,"Day, Alexandra",2011.,"Carl Fictitious character Day Juvenile fiction, Dogs Fiction",jcbk,132.14285714285714
2705233,0312624824,Carl and the puppies / story and pictures by Alexandra Day.,"Day, Alexandra",2011.,"Carl Fictitious character Day Juvenile fiction, Dogs Fiction",jcbk,132.14285714285714
98160, 9780545090544,The maze of bones / by Rick Riordan.,"Riordan, Rick",2008.,"Family secrets Juvenile fiction, Mystery and detective stories",jcbk,132.1
805024,0545060397,The maze of bones / by Rick Riordan.,"Riordan, Rick",2008.,"Family secrets Juvenile fiction, Mystery and detective stories",jcbk,132.1
805025, 9780545060394,The maze of bones / by Rick Riordan.,"Riordan, Rick",2008.,"Family secrets Juvenile fiction, Mystery and detective stories",jcbk,132.1
1385919,148142436X,The paper menagerie and other stories / Ken Liu.,"Liu, Ken, 1976-",2016.,Short stories,acbk,132.0
2298242,0316210919,Cross my heart / James Patterson.,"Patterson, James, 1947-",2013.,"Cross Alex Fictitious character Fiction, African American detectives Fiction, Washington D C Fiction, Suspense fiction, Mystery fiction",acbk,132.0
2298243, 9780316210911,Cross my heart / James Patterson.,"Patterson, James, 1947-",2013.,"Cross Alex Fictitious character Fiction, African American detectives Fiction, Washington D C Fiction, Suspense fiction, Mystery fiction",acbk,132.0
2076942, 9781481424363,The paper menagerie and other stories / Ken Liu.,"Liu, Ken, 1976-",2016.,Short stories,acbk,132.0
1385920, 1481442546,The paper menagerie and other stories / Ken Liu.,"Liu, Ken, 1976-",2016.,Short stories,acbk,132.0
2924324, 9780316395458,The Store / James Patterson and Richard DiLallo.,"Patterson, James, 1947-",2017.,"Stores Retail Fiction, Undercover operations Fiction, Thrillers Fiction",acbk,132.0
3761805,1442419768,Katy Duck makes a friend / by Alyssa Satin Capucilli ; illustrated by Henry Cole.,"Capucilli, Alyssa Satin, 1957-",2012.,"Dance Juvenile fiction, Play Fiction, Ducks Fiction, Dogs Fiction, Neighbors Fiction",jcbk,132.0
2924323,0316395455,The Store / James Patterson and Richard DiLallo.,"Patterson, James, 1947-",2017.,"Stores Retail Fiction, Undercover operations Fiction, Thrillers Fiction",acbk,132.0
1033196, 9781442419766,Katy Duck makes a friend / by Alyssa Satin Capucilli ; illustrated by Henry Cole.,"Capucilli, Alyssa Satin, 1957-",2012.,"Dance Juvenile fiction, Play Fiction, Ducks Fiction, Dogs Fiction, Neighbors Fiction",jcbk,132.0
858550, 9780316274029,Woman of god / James Patterson and Maxine Paetro.,"Patterson, James, 1947-",2016.,"Popes Election Fiction, Rome Italy Fiction, Thrillers Fiction",acbk,132.0
1986331,1510705996,Terror on a treasure hunt / Winter Morgan.,"Morgan, Winter",2016.,"Minecraft Game Juvenile fiction, Video games Juvenile fiction, Video game characters Juvenile fiction, Minecraft Game Fiction, Video games Fiction, Video game characters Fiction",jcbk,132.0
858549,031627402X,Woman of god / James Patterson and Maxine Paetro.,"Patterson, James, 1947-",2016.,"Popes Election Fiction, Rome Italy Fiction, Thrillers Fiction",acbk,132.0
1033195, 1442419776,Katy Duck makes a friend / by Alyssa Satin Capucilli ; illustrated by Henry Cole.,"Capucilli, Alyssa Satin, 1957-",2012.,"Dance Juvenile fiction, Play Fiction, Ducks Fiction, Dogs Fiction, Neighbors Fiction",jcbk,132.0
1106088,1465420789,Secret world of the ninja / written by Beth Landis Hester.,"Hester, Beth Landis",2015.,"LEGO toys Juvenile literature, Ninja Juvenile literature",jcbk,132.0
1106089, 1465421378,Secret world of the ninja / written by Beth Landis Hester.,"Hester, Beth Landis",2015.,"LEGO toys Juvenile literature, Ninja Juvenile literature",jcbk,132.0
3498929, 9781481442541,The paper menagerie and other stories / Ken Liu.,"Liu, Ken, 1976-",2016.,Short stories,acbk,132.0
557946,0061864374,Ducks in a row / based on the best selling books of Jackie Urbanovic ; story by Lori Haskins Houran ; pictures by Joe Mathieu.,"Urbanovic, Jackie",2010.,"Helpfulness Fiction, Ducks Fiction, Animals Fiction, Aunts Juvenile fiction",jcbk,132.0
1106090, 9781465420787,Secret world of the ninja / written by Beth Landis Hester.,"Hester, Beth Landis",2015.,"LEGO toys Juvenile literature, Ninja Juvenile literature",jcbk,132.0
1106091, 9781465421371,Secret world of the ninja / written by Beth Landis Hester.,"Hester, Beth Landis",2015.,"LEGO toys Juvenile literature, Ninja Juvenile literature",jcbk,132.0
1307605, 9780763669515,Say hello like this! / Mary Murphy.,"Murphy, Mary, 1961-",2014.,"Animal sounds Fiction, Salutations Juvenile fiction, Toy and movable books Juvenile fiction",jcbk,132.0
1307604,0763669512,Say hello like this! / Mary Murphy.,"Murphy, Mary, 1961-",2014.,"Animal sounds Fiction, Salutations Juvenile fiction, Toy and movable books Juvenile fiction",jcbk,132.0
1216792, 9781510705999,Terror on a treasure hunt / Winter Morgan.,"Morgan, Winter",2016.,"Minecraft Game Juvenile fiction, Video games Juvenile fiction, Video game characters Juvenile fiction, Minecraft Game Fiction, Video games Fiction, Video game characters Fiction",jcbk,132.0
3761808, 9781442419773,Katy Duck makes a friend / by Alyssa Satin Capucilli ; illustrated by Henry Cole.,"Capucilli, Alyssa Satin, 1957-",2012.,"Dance Juvenile fiction, Play Fiction, Ducks Fiction, Dogs Fiction, Neighbors Fiction",jcbk,132.0
557949, 9780061864384,Ducks in a row / based on the best selling books of Jackie Urbanovic ; story by Lori Haskins Houran ; pictures by Joe Mathieu.,"Urbanovic, Jackie",2010.,"Helpfulness Fiction, Ducks Fiction, Animals Fiction, Aunts Juvenile fiction",jcbk,132.0
557948, 9780061864377,Ducks in a row / based on the best selling books of Jackie Urbanovic ; story by Lori Haskins Houran ; pictures by Joe Mathieu.,"Urbanovic, Jackie",2010.,"Helpfulness Fiction, Ducks Fiction, Animals Fiction, Aunts Juvenile fiction",jcbk,132.0
557947, 0061864382,Ducks in a row / based on the best selling books of Jackie Urbanovic ; story by Lori Haskins Houran ; pictures by Joe Mathieu.,"Urbanovic, Jackie",2010.,"Helpfulness Fiction, Ducks Fiction, Animals Fiction, Aunts Juvenile fiction",jcbk,132.0
1948687, 9781480636323,Barbie. Little lost dolphin / by Kristen L. Depken ; illustrated by Jiyoung An.,"Depken, Kristen L.",2014.,"Barbie Fictitious character Juvenile fiction, Dolphins Juvenile fiction",jcbk,132.0
1948686, 9780385373043,Barbie. Little lost dolphin / by Kristen L. Depken ; illustrated by Jiyoung An.,"Depken, Kristen L.",2014.,"Barbie Fictitious character Juvenile fiction, Dolphins Juvenile fiction",jcbk,132.0
1948682,0375971912,Barbie. Little lost dolphin / by Kristen L. Depken ; illustrated by Jiyoung An.,"Depken, Kristen L.",2014.,"Barbie Fictitious character Juvenile fiction, Dolphins Juvenile fiction",jcbk,132.0
1948683, 038537304X,Barbie. Little lost dolphin / by Kristen L. Depken ; illustrated by Jiyoung An.,"Depken, Kristen L.",2014.,"Barbie Fictitious character Juvenile fiction, Dolphins Juvenile fiction",jcbk,132.0
1948684, 1480636320,Barbie. Little lost dolphin / by Kristen L. Depken ; illustrated by Jiyoung An.,"Depken, Kristen L.",2014.,"Barbie Fictitious character Juvenile fiction, Dolphins Juvenile fiction",jcbk,132.0
1948685, 9780375971914,Barbie. Little lost dolphin / by Kristen L. Depken ; illustrated by Jiyoung An.,"Depken, Kristen L.",2014.,"Barbie Fictitious character Juvenile fiction, Dolphins Juvenile fiction",jcbk,132.0
715539,1421535459,"Pokémon adventures : Gold & Silver. 11 / story by Hidenori Kusaka ; art by Satoshi Yamamoto ; [English adaptation, Gerard Jones ; translation, HC Language Solutions].","Kusaka, Hidenori",2011.,"Pok‚mon Fictitious characters Comic books strips etc, Pok‚mon Game Comic books strips etc, Adventure and adventurers Comic books strips etc, Cartoons and comics, Graphic novels",jcbk,131.85714285714286
1415646, 9781421535456,"Pokémon adventures : Gold & Silver. 11 / story by Hidenori Kusaka ; art by Satoshi Yamamoto ; [English adaptation, Gerard Jones ; translation, HC Language Solutions].","Kusaka, Hidenori",2011.,"Pok‚mon Fictitious characters Comic books strips etc, Pok‚mon Game Comic books strips etc, Adventure and adventurers Comic books strips etc, Cartoons and comics, Graphic novels",jcbk,131.85714285714286
1773897,0312283709,Running with scissors : a memoir / Augusten Burroughs.,"Burroughs, Augusten",2002.,"Burroughs Augusten Childhood and youth, Burroughs Augusten Homes and haunts Massachusetts Amherst, Novelists American 20th century Biography, Amherst Mass Social life and customs",acbk,131.8125
1610988,006113953X,Grumpy Goat / by Brett Helquist.,"Helquist, Brett",2013.,"Mood Psychology Juvenile fiction, Goats Juvenile fiction, Domestic animals Juvenile fiction, Farm life Juvenile fiction",jcbk,131.8
629550, 9780061139536,Grumpy Goat / by Brett Helquist.,"Helquist, Brett",2013.,"Mood Psychology Juvenile fiction, Goats Juvenile fiction, Domestic animals Juvenile fiction, Farm life Juvenile fiction",jcbk,131.8
3324064, 9781416985136,Hello baby! : Mem Fox ; illustrated by Steve Jenkins.,"Fox, Mem, 1946-",2009.,"Stories in rhyme Juvenile fiction, Babies Fiction, Animals Infancy Juvenile fiction",jcbk,131.77777777777777
2208021,1416985131,Hello baby! : Mem Fox ; illustrated by Steve Jenkins.,"Fox, Mem, 1946-",2009.,"Stories in rhyme Juvenile fiction, Babies Fiction, Animals Infancy Juvenile fiction",jcbk,131.77777777777777
4022713, 9780375971518,Ten eggs in a nest / by Marilyn Sadler ; illustrated by Michael Fleming.,"Sadler, Marilyn",2014.,"Chickens Fiction, Eggs Juvenile fiction, Counting Fiction",jcbk,131.75
1951283, 9780449810828,Ten eggs in a nest / by Marilyn Sadler ; illustrated by Michael Fleming.,"Sadler, Marilyn",2014.,"Chickens Fiction, Eggs Juvenile fiction, Counting Fiction",jcbk,131.75
3402952, 9780803734692,Curse of the were-wiener / by Ursula Vernon.,"Vernon, Ursula",2010.,"Dragons Juvenile fiction, Iguanas Juvenile fiction, Frankfurters Juvenile fiction, School lunchrooms cafeterias etc Juvenile fiction, Schools Fiction, Humorous stories",jcbk,131.75
279980, 0449810828,Ten eggs in a nest / by Marilyn Sadler ; illustrated by Michael Fleming.,"Sadler, Marilyn",2014.,"Chickens Fiction, Eggs Juvenile fiction, Counting Fiction",jcbk,131.75
279979,0375971513,Ten eggs in a nest / by Marilyn Sadler ; illustrated by Michael Fleming.,"Sadler, Marilyn",2014.,"Chickens Fiction, Eggs Juvenile fiction, Counting Fiction",jcbk,131.75
3801607,0803734697,Curse of the were-wiener / by Ursula Vernon.,"Vernon, Ursula",2010.,"Dragons Juvenile fiction, Iguanas Juvenile fiction, Frankfurters Juvenile fiction, School lunchrooms cafeterias etc Juvenile fiction, Schools Fiction, Humorous stories",jcbk,131.75
466528,0061900621,I'm a big sister / by Joanna Cole ; illustrated by Rosalinda Kightley.,"Cole, Joanna",2010.,"Brothers and sisters Fiction, Babies Fiction",jcbk,131.75
466529, 9780061900624,I'm a big sister / by Joanna Cole ; illustrated by Rosalinda Kightley.,"Cole, Joanna",2010.,"Brothers and sisters Fiction, Babies Fiction",jcbk,131.75
873272,0545106222,Serena the salsa fairy / by Daisy Meadows.,"Meadows, Daisy","2009, c2007.","Walker Rachel Fictitious character Juvenile fiction, Tate Kirsty Fictitious character Juvenile fiction, Fairies Fiction",jcbk,131.66666666666666
1434161, 9780545106221,Serena the salsa fairy / by Daisy Meadows.,"Meadows, Daisy","2009, c2007.","Walker Rachel Fictitious character Juvenile fiction, Tate Kirsty Fictitious character Juvenile fiction, Fairies Fiction",jcbk,131.66666666666666
705046,0316014796,The 6th target : a novel / James Patterson and Maxine Paetro.,"Patterson, James, 1947-",2007.,"Womens Murder Club Imaginary organization Fiction, Women detectives California San Francisco Fiction, Women in the professions Fiction, Female friendship Fiction, Murderers Fiction, Mentally ill offenders Fiction, Kidnapping Fiction, San Francisco Calif Fiction, Thrillers Fiction, Detective and mystery fiction",acbk,131.63636363636363
705047, 9780316014793,The 6th target : a novel / James Patterson and Maxine Paetro.,"Patterson, James, 1947-",2007.,"Womens Murder Club Imaginary organization Fiction, Women detectives California San Francisco Fiction, Women in the professions Fiction, Female friendship Fiction, Murderers Fiction, Mentally ill offenders Fiction, Kidnapping Fiction, San Francisco Calif Fiction, Thrillers Fiction, Detective and mystery fiction",acbk,131.63636363636363
249506, 9781451645606,A house in the sky : a memoir / Amanda Lindhout and Sara Corbett.,"Lindhout, Amanda",2013.,"Lindhout Amanda, Journalists Canada Biography, Hostages Somalia Biography, Somalia History 1991",acbk,131.6
249505, 1451645619,A house in the sky : a memoir / Amanda Lindhout and Sara Corbett.,"Lindhout, Amanda",2013.,"Lindhout Amanda, Journalists Canada Biography, Hostages Somalia Biography, Somalia History 1991",acbk,131.6
3696168,1451645600,A house in the sky : a memoir / Amanda Lindhout and Sara Corbett.,"Lindhout, Amanda",2013.,"Lindhout Amanda, Journalists Canada Biography, Hostages Somalia Biography, Somalia History 1991",acbk,131.6
2616629, 9781451645613,A house in the sky : a memoir / Amanda Lindhout and Sara Corbett.,"Lindhout, Amanda",2013.,"Lindhout Amanda, Journalists Canada Biography, Hostages Somalia Biography, Somalia History 1991",acbk,131.6
4169739,0375836047,"Toys go out : being the adventures of a knowledgeable Stingray, a toughy little Buffalo, and someone called Plastic / Emily Jenkins ; illustrated by Paul O. Zelinsky.","Jenkins, Emily, 1967-",2006.,"Toys Juvenile fiction, Best friends Fiction, Friendship Fiction, Adventure stories",jcbk,131.58333333333334
3305337, 9780375936043,"Toys go out : being the adventures of a knowledgeable Stingray, a toughy little Buffalo, and someone called Plastic / Emily Jenkins ; illustrated by Paul O. Zelinsky.","Jenkins, Emily, 1967-",2006.,"Toys Juvenile fiction, Best friends Fiction, Friendship Fiction, Adventure stories",jcbk,131.58333333333334
102678,0385342020,Twenties girl : a novel / Sophie Kinsella.,"Kinsella, Sophie",2009.,"Young women Fiction, Spirits Fiction, Ghost stories, Treasure troves Fiction, Love stories, Humorous fiction",acbk,131.55555555555554
829714, 9780385342025,Twenties girl : a novel / Sophie Kinsella.,"Kinsella, Sophie",2009.,"Young women Fiction, Spirits Fiction, Ghost stories, Treasure troves Fiction, Love stories, Humorous fiction",acbk,131.55555555555554
3850781, 1481488937,PJ Masks save the library! / [adapted by Daphne Pendergrass].,"Pendergrass, Daphne,",2016.,"Superheroes Fiction, Libraries Fiction, Superheroes Juvenile fiction, Libraries Juvenile fiction, Readers Primary",jcbk,131.5
2002682, 9781481488921,PJ Masks save the library! / [adapted by Daphne Pendergrass].,"Pendergrass, Daphne,",2016.,"Superheroes Fiction, Libraries Fiction, Superheroes Juvenile fiction, Libraries Juvenile fiction, Readers Primary",jcbk,131.5
2274493,0385534795,The sandcastle girls : a novel / Chris Bohjalian.,"Bohjalian, Chris, 1960-",2012.,"Armenians Fiction, Armenian Americans Fiction, Armenian massacres 1915 1923 Fiction, New York N Y Fiction, Historical fiction, Love stories",acbk,131.5
109563, 9780385534796,The sandcastle girls : a novel / Chris Bohjalian.,"Bohjalian, Chris, 1960-",2012.,"Armenians Fiction, Armenian Americans Fiction, Armenian massacres 1915 1923 Fiction, New York N Y Fiction, Historical fiction, Love stories",acbk,131.5
934286, 9780374288228,What belongs to you : [a novel] / Garth Greenwell.,"Greenwell, Garth.",2016.,"Gay men Fiction, Americans Bulgaria Fiction, Psychological fiction",acbk,131.5
2214653, 9781481488938,PJ Masks save the library! / [adapted by Daphne Pendergrass].,"Pendergrass, Daphne,",2016.,"Superheroes Fiction, Libraries Fiction, Superheroes Juvenile fiction, Libraries Juvenile fiction, Readers Primary",jcbk,131.5
1700681,1481488929,PJ Masks save the library! / [adapted by Daphne Pendergrass].,"Pendergrass, Daphne,",2016.,"Superheroes Fiction, Libraries Fiction, Superheroes Juvenile fiction, Libraries Juvenile fiction, Readers Primary",jcbk,131.5
3957743,0374288224,What belongs to you : [a novel] / Garth Greenwell.,"Greenwell, Garth.",2016.,"Gay men Fiction, Americans Bulgaria Fiction, Psychological fiction",acbk,131.5
3155803, 9781419710353,Tyrannosaurus wrecks! / by Sudipta Bardhan-Quallen ; illustrated by Zachariah OHora.,"Bardhan-Quallen, Sudipta",2014.,"Stories in rhyme Juvenile fiction, Tyrannosaurus rex Juvenile fiction, Dinosaurs Juvenile fiction, Behavior Fiction",jcbk,131.5
217480,1501144766,"Get what's yours : the secrets to maxing out your Social Security revised and updated / Laurence J. Kotlikoff, Philip Moeller, and Paul Solman.","Kotlikoff, Laurence J.",2016.,"Social security United States, Retirement income United States",acbk,131.5
3533853, 9781501144769,"Get what's yours : the secrets to maxing out your Social Security revised and updated / Laurence J. Kotlikoff, Philip Moeller, and Paul Solman.","Kotlikoff, Laurence J.",2016.,"Social security United States, Retirement income United States",acbk,131.5
3373409,1419710354,Tyrannosaurus wrecks! / by Sudipta Bardhan-Quallen ; illustrated by Zachariah OHora.,"Bardhan-Quallen, Sudipta",2014.,"Stories in rhyme Juvenile fiction, Tyrannosaurus rex Juvenile fiction, Dinosaurs Juvenile fiction, Behavior Fiction",jcbk,131.5
3520194,0670855510,Froggy learns to swim / by Jonathan London ; illustrated by Frank Remkiewicz.,"London, Jonathan, 1947-",1995.,"Froggy Fictitious character Juvenile fiction, Swimming Juvenile fiction, Fear Juvenile fiction, Frogs Juvenile fiction, Mothers and sons Juvenile fiction",jcbk,131.47826086956522
281817, 9780312427801,The housekeeper and the professor / Yoko Ogawa ; translated by Stephen Snyder.,"Ogawa, Yōko, 1962-",2009.,"Mathematicians Fiction, Friendship Fiction, Man woman relationships Fiction",acbk,131.44444444444446
281816,0312427808,The housekeeper and the professor / Yoko Ogawa ; translated by Stephen Snyder.,"Ogawa, Yōko, 1962-",2009.,"Mathematicians Fiction, Friendship Fiction, Man woman relationships Fiction",acbk,131.44444444444446
4033510,0316032220,Beat the reaper : a novel / Josh Bazell.,"Bazell, Josh",2009.,"Physicians Fiction, Assassins Fiction, Organized crime Fiction, Thrillers Fiction, Black humor",acbk,131.44444444444446
4033511, 9780316032223,Beat the reaper : a novel / Josh Bazell.,"Bazell, Josh",2009.,"Physicians Fiction, Assassins Fiction, Organized crime Fiction, Thrillers Fiction, Black humor",acbk,131.44444444444446
1798979, 076364854X,Judy Moody gets famous! / Megan McDonald ; illustrated by Peter Reynolds.,"McDonald, Megan",2001.,"Moody Judy Fictitious character Juvenile fiction, Fame Juvenile fiction, Brothers and sisters Juvenile fiction",jcbk,131.35294117647058
1544918, 9780763648541,Judy Moody gets famous! / Megan McDonald ; illustrated by Peter Reynolds.,"McDonald, Megan",2001.,"Moody Judy Fictitious character Juvenile fiction, Fame Juvenile fiction, Brothers and sisters Juvenile fiction",jcbk,131.35294117647058
3147775, 9780763648534,Judy Moody gets famous! / Megan McDonald ; illustrated by Peter Reynolds.,"McDonald, Megan",2001.,"Moody Judy Fictitious character Juvenile fiction, Fame Juvenile fiction, Brothers and sisters Juvenile fiction",jcbk,131.35294117647058
2390690, 0763648531,Judy Moody gets famous! / Megan McDonald ; illustrated by Peter Reynolds.,"McDonald, Megan",2001.,"Moody Judy Fictitious character Juvenile fiction, Fame Juvenile fiction, Brothers and sisters Juvenile fiction",jcbk,131.35294117647058
1798980, 9780763608491,Judy Moody gets famous! / Megan McDonald ; illustrated by Peter Reynolds.,"McDonald, Megan",2001.,"Moody Judy Fictitious character Juvenile fiction, Fame Juvenile fiction, Brothers and sisters Juvenile fiction",jcbk,131.35294117647058
1798977,0763608491,Judy Moody gets famous! / Megan McDonald ; illustrated by Peter Reynolds.,"McDonald, Megan",2001.,"Moody Judy Fictitious character Juvenile fiction, Fame Juvenile fiction, Brothers and sisters Juvenile fiction",jcbk,131.35294117647058
3240999, 9780316084451,The I'm not scared book / Todd Parr.,"Parr, Todd",2011.,Fear Juvenile fiction,jcbk,131.28571428571428
3240998,031608445X,The I'm not scared book / Todd Parr.,"Parr, Todd",2011.,Fear Juvenile fiction,jcbk,131.28571428571428
1631392,0545070902,Tia the tulip fairy / by Daisy Meadows.,"Meadows, Daisy","2009, c2007.","Fairies Fiction, Flowers Juvenile fiction, Tulips Juvenile fiction",jcbk,131.22222222222223
2617014, 9780545070904,Tia the tulip fairy / by Daisy Meadows.,"Meadows, Daisy","2009, c2007.","Fairies Fiction, Flowers Juvenile fiction, Tulips Juvenile fiction",jcbk,131.22222222222223
1530145, 9781594487484,The sound of things falling / Juan Gabriel Vásquez ; translated from the Spanish by Anne McLean.,"Vásquez, Juan Gabriel, 1973-",2013.,"Drug traffic Colombia Fiction, Male friendship Fiction, Colombia History Fiction, Suspense fiction",acbk,131.2
3799257, 9780345536938,"Full catastrophe living : using the wisdom of your body and mind to face stress, pain, and illness / Jon Kabat-Zinn, PhD.","Kabat-Zinn, Jon",2013.,"Stress management, Stress Psychology, Self care Health",acbk,131.2
1923275,0545484812,Alyssa the star-spotter fairy / by Daisy Meadows,"Meadows, Daisy",2013.,"Fairies Fiction, Music Juvenile fiction",jcbk,131.2
240115,0345536932,"Full catastrophe living : using the wisdom of your body and mind to face stress, pain, and illness / Jon Kabat-Zinn, PhD.","Kabat-Zinn, Jon",2013.,"Stress management, Stress Psychology, Self care Health",acbk,131.2
2609795,1594487480,The sound of things falling / Juan Gabriel Vásquez ; translated from the Spanish by Anne McLean.,"Vásquez, Juan Gabriel, 1973-",2013.,"Drug traffic Colombia Fiction, Male friendship Fiction, Colombia History Fiction, Suspense fiction",acbk,131.2
307855, 0545550246,Alyssa the star-spotter fairy / by Daisy Meadows,"Meadows, Daisy",2013.,"Fairies Fiction, Music Juvenile fiction",jcbk,131.2
2584806, 9780545484817,Alyssa the star-spotter fairy / by Daisy Meadows,"Meadows, Daisy",2013.,"Fairies Fiction, Music Juvenile fiction",jcbk,131.2
3618962, 9780545550246,Alyssa the star-spotter fairy / by Daisy Meadows,"Meadows, Daisy",2013.,"Fairies Fiction, Music Juvenile fiction",jcbk,131.2
